Reservoir,Longitude_1,Latitude_1,Longitude_2,Latitude_2
Reservoir 261,122.8963989,42.49710802,122.8977941,42.49667209
Reservoir 262,122.9387077,42.38679959,122.9406944,42.38626736
Reservoir 263,123.2848372,42.31183919,123.2828472,42.30679362
Reservoir 264,121.9150901,42.28878065,121.9160409,42.28676595
Reservoir 265,123.9949398,42.26482978,123.9965281,42.26310176
Reservoir 266,122.2404844,42.14705503,122.2379975,42.14260015
Reservoir 267,124.2497408,42.15134602,124.2466029,42.14920443
Reservoir 268,122.051664,42.04805284,122.0534592,42.04776042
Reservoir 269,125.1446202,41.96055695,125.1432797,41.9589035
Reservoir 270,123.6936057,41.94813178,123.6933388,41.94693902
Reservoir 271,124.3022276,41.93715685,124.3027566,41.93617567
Reservoir 271,124.3111214,41.91584364,124.3120375,41.91550727
Reservoir 272,120.433846,41.82485894,120.4344399,41.82414388
Reservoir 272,120.4364841,41.81117323,120.4376389,41.81097222
Reservoir 273,123.8124631,41.77936795,123.8125575,41.77778564
Reservoir 274,125.1497218,41.70067974,125.149264,41.69881106
Reservoir 275,124.2719718,41.43469645,124.2769529,41.43193414
Reservoir 276,125.5418056,41.38291667,125.5420667,41.38372125
Reservoir 276,125.4907406,41.31263129,125.4885216,41.31335124
Reservoir 276,125.4503145,41.26946452,125.45125,41.26930556
Reservoir 276,125.5415732,41.25232286,125.5429167,41.25208333
Reservoir 276,125.6508306,41.41021647,125.6494036,41.41055284
Reservoir 277,124.1374601,41.12138726,124.1360693,41.11993951
Reservoir 278,123.3672195,41.10333062,123.3681974,41.10204156
Reservoir 279,125.3698323,41.1561951,125.3659657,41.14756956
Reservoir 280,120.7062512,41.05304769,120.7084557,41.05245741
Reservoir 281,125.2991548,41.03539399,125.2939087,41.03480033
Reservoir 282,122.1458231,40.9410902,122.1425788,40.94106612
Reservoir 283,126.1238806,41.06584201,126.1248665,41.06583903
Reservoir 283,126.1184956,41.04022352,126.1180012,41.03962836
Reservoir 284,122.0373321,40.82433485,122.0384743,40.81776449
Reservoir 285,122.7362822,40.76064636,122.7430114,40.75725701
Reservoir 286,122.7411138,40.39419108,122.7436754,40.39403863
Reservoir 287,123.4883358,40.04935438,123.4901606,40.04455892
Reservoir 288,122.5213048,39.93503542,122.5225278,39.93410401
Reservoir 289,120.70125,37.09041667,120.700559,37.08999349
Reservoir 290,120.3508957,29.47512226,120.3514577,29.4747051
Reservoir 291,120.4360232,29.14329868,120.4365661,29.1426658
Reservoir 292,120.1750987,29.03887577,120.1748019,29.03788726
Reservoir 293,120.1563067,28.892835,120.1562549,28.89112511
Reservoir 294,121.0549461,28.64423421,121.0528727,28.63984063
Reservoir 294,121.0343004,28.61417725,121.0351389,28.61402778
Reservoir 294,121.0552219,28.60403198,121.0543056,28.60382663
Reservoir 295,121.4274204,28.37435001,121.4268409,28.3729271
Reservoir 296,106.3515,24.06025,106.3503702,24.06012977
Reservoir 296,106.3540765,24.05361055,106.35625,24.0535
Reservoir 296,106.3555244,24.05242616,106.3527392,24.05285891
Reservoir 296,106.3482961,24.05213339,106.3480255,24.05336797
Reservoir 296,106.3594995,24.04704598,106.360255,24.04565579
Reservoir 296,106.3727578,24.03077354,106.3733432,24.0307085
Reservoir 296,106.417913,23.9918589,106.416125,23.99115602
Reservoir 296,106.4143287,23.99101444,106.4137012,23.99146416
Reservoir 296,106.4163063,23.98572041,106.4152391,23.98538799
Reservoir 296,106.4136411,23.97918837,106.41475,23.979
Reservoir 296,106.0657923,23.89086261,106.0647785,23.89031171
Reservoir 296,106.470175,23.92722438,106.4705,23.927
Reservoir 296,106.4518911,23.9583589,106.4521772,23.95905783
Reservoir 296,106.4658048,23.96811797,106.465132,23.96636797
Reservoir 296,106.4696811,23.96478275,106.47175,23.9645
Reservoir 296,106.4571089,23.9646216,106.4561089,23.9658589
Reservoir 296,106.4407138,23.98498525,106.4413866,23.98294843
Reservoir 296,106.399395,24.11399541,106.3993691,24.11464954
Reservoir 297,109.4673558,26.94645632,109.4674817,26.94679815
Reservoir 297,109.3813775,26.8666225,109.380115,26.86601
Reservoir 298,85.51211171,42.33064039,85.51138829,42.32985961
Reservoir 299,96.81375,39.854,96.8133607,39.8543607
Reservoir 299,96.831,39.84325,96.83114601,39.84362985
Reservoir 300,110.9442864,23.39074857,110.9423725,23.3901275
Reservoir 300,110.7798499,23.47335745,110.7776978,23.47472619
Reservoir 300,110.814868,23.43836797,110.8140588,23.43865831
Reservoir 300,110.8463657,23.4003657,110.8460748,23.40227477
Reservoir 300,110.9623699,23.4141288,110.9623891,23.41364455
Reservoir 300,111.0776313,23.44369469,111.07875,23.4435
Reservoir 300,111.1868279,23.42637674,111.1878589,23.42714109
Reservoir 301,100.39575,24.0925,100.3956267,24.09010617
Reservoir 302,112.8564459,27.14463121,112.8571122,27.14461761
Reservoir 302,112.6343657,26.86986569,112.63675,26.86975
Reservoir 302,112.7908254,27.08161118,112.790575,27.07959801
Reservoir 303,109.9948967,33.06365078,109.9933783,33.06431875
Reservoir 303,110.0118242,33.02334341,110.0118814,33.02295661
Reservoir 304,101.125,26.3625,101.1251225,26.3606225
Reservoir 304,101.4585,26.48575,101.4588657,26.48674585
Reservoir 305,101.4876387,37.23682283,101.4872023,37.23777354
Reservoir 306,109.2821275,24.4913725,109.2835883,24.4918725
Reservoir 306,109.31775,24.44175,109.3180089,24.44242354
Reservoir 306,109.33875,24.369,109.3390218,24.36977556
Reservoir 307,109.9185,27.1435,109.9190166,27.14437024
Reservoir 308,118.0468989,25.93610269,118.0468687,25.93534057
Reservoir 308,118.0081456,25.91511236,118.0086633,25.91385266
Reservoir 308,118.0091355,25.90636076,118.0088888,25.90411117
Reservoir 309,83.03392438,43.78987125,83.03262024,43.79012023
Reservoir 309,82.90375,43.8535,82.9038843,43.8538657
Reservoir 309,82.89325,43.853,82.89361454,43.85345523
Reservoir 309,82.902,43.84675,82.9021157,43.8468843
Reservoir 310,100.4360799,26.98906435,100.434946,26.99211589
Reservoir 311,100.5496275,22.5503775,100.5510111,22.54990393
Reservoir 312,103.7734579,34.77130733,103.7724471,34.77140677
Reservoir 313,89.10114572,47.07062204,89.10087259,47.07062759
Reservoir 313,88.98975,47.2265,88.98995422,47.22679578
Reservoir 313,88.9335,47.1555,88.93361118,47.15563882
Reservoir 313,88.93075,47.1155,88.93085211,47.11564789
Reservoir 313,88.97575,47.08025,88.97586797,47.08038202
Reservoir 313,89.053,47.0475,89.05355664,47.04836664
Reservoir 314,108.4230402,24.05632047,108.4244525,24.05727777
Reservoir 314,108.4149686,24.10565527,108.415777,24.10691395
Reservoir 315,116.6117829,27.64741495,116.6123517,27.64862023
Reservoir 315,116.62875,27.71975,116.6288979,27.72010211
Reservoir 315,116.601,27.6945,116.6011202,27.69462977
Reservoir 316,111.134645,28.87910696,111.13575,28.8775
Reservoir 317,111.40975,39.49325,111.4096259,39.49413882
Reservoir 318,106.9971274,25.4508775,106.9973854,25.45008276
Reservoir 318,106.5189465,25.06824191,106.51975,25.068
Reservoir 318,106.2232007,25.02297913,106.2231067,25.02455737
Reservoir 318,106.1718701,24.76198505,106.170907,24.75942181
Reservoir 318,107.0323223,25.02613934,107.03425,25.026
Reservoir 319,104.5849446,23.05046017,104.5850636,23.05111452
Reservoir 320,104.8926012,33.0406984,104.8928144,33.04027196
Reservoir 321,102.8544696,22.74345579,102.8538742,22.74381173
Reservoir 322,102.8543948,23.23,102.8543552,23.231
Reservoir 323,124.72925,49.07925,124.7294615,49.07842595
Reservoir 323,124.7031108,48.90764233,124.7026106,48.90380573
Reservoir 323,124.6288634,48.62636346,124.6305,48.62625
Reservoir 323,124.5449203,48.51312518,124.5475,48.513
Reservoir 323,124.95675,49.17075,124.9571578,49.17125919
Reservoir 323,125.0251476,49.16715926,125.0240861,49.16632791
Reservoir 323,125.0311754,49.16110222,125.0299954,49.15927492
Reservoir 323,125.0436788,49.14982754,125.0439286,49.14813734
Reservoir 323,125.0234307,49.15951553,125.0208047,49.16244331
Reservoir 323,125.000009,49.15989229,124.9983006,49.16009531
Reservoir 323,125.0344176,49.14112257,125.0365,49.141
Reservoir 323,125.0453691,49.1431172,125.044632,49.14242702
Reservoir 323,124.9324123,49.17642222,124.931211,49.17806672
Reservoir 323,125.0241202,49.17837977,125.023824,49.1777521
Reservoir 323,125.0226021,49.18163439,125.0218401,49.1826176
Reservoir 323,125.01825,49.1835,125.0185331,49.18427107
Reservoir 323,124.9545,49.1765,124.9547741,49.17718202
Reservoir 324,100.4091225,23.9443775,100.408795,23.94169774
Reservoir 324,100.0737773,23.19016522,100.07475,23.19
Reservoir 324,100.2978657,22.94838428,100.2974434,22.9478941
Reservoir 324,100.25075,22.64575,100.2515428,22.64663733
Reservoir 324,100.2514785,22.63861572,100.2500781,22.63783435
Reservoir 324,100.6124878,22.88499207,100.6100706,22.88537256
Reservoir 325,108.3362984,28.67622015,108.332944,28.6770379
Reservoir 326,102.6405071,29.33681965,102.6409244,29.33617347
Reservoir 326,102.42975,29.254,102.4298828,29.25436997
Reservoir 327,107.874875,27.55013266,107.873375,27.55010205
Reservoir 328,120.691,29.788,120.6916275,29.7878775
Reservoir 328,120.782,29.845,120.782118,29.84513203
Reservoir 328,120.777,29.83,120.7775932,29.83090622
Reservoir 329,105.6913702,32.36762023,105.6919437,32.36737977
Reservoir 329,105.6961298,32.34262977,105.6968702,32.34223797
Reservoir 330,110.2981799,27.53195229,110.29875,27.5325
Reservoir 330,110.1595,27.36025,110.159618,27.36038203
Reservoir 330,110.145,27.3555,110.1451134,27.35563657
Reservoir 331,79.42551234,36.71638019,79.42456475,36.7171225
Reservoir 332,91.9070111,29.99250194,91.90496326,29.99072582
Reservoir 333,103.90975,24.383,103.909995,24.383255
Reservoir 334,101.3924468,23.09678346,101.3918702,23.09537976
Reservoir 335,103.9176354,28.63461931,103.9185228,28.63398844
Reservoir 335,103.95475,28.59975,103.9552796,28.60036475
Reservoir 336,87.15303503,48.0187187,87.15493606,48.01502841
Reservoir 337,112.44075,34.915,112.440572,34.91591186
Reservoir 337,112.453,34.91825,112.4531985,34.91881637
Reservoir 337,112.498,34.915,112.4981021,34.91514789
Reservoir 338,82.53902347,43.28464128,82.53762976,43.28512977
Reservoir 338,82.2675,43.24125,82.26769615,43.24149494
Reservoir 338,82.25175,43.24025,82.25201939,43.24089139
Reservoir 338,82.21775,43.236,82.21798593,43.23626406
Reservoir 338,82.26025,43.242,82.26036343,43.24213657
Reservoir 338,82.18125,43.2255,82.18142386,43.22629711
